198,21462.200000000033,108,22501.300000000043
204,20165.500000000022,148,23517.20000000003
181,20293.90000000001,140,23327.90000000004
191,20435.500000000015,121,23373.000000000025
201,20616.70000000001,122,23227.700000000026
200,20666.000000000025,114,24147.100000000035
227,21100.600000000024,115,22871.200000000033
197,20223.00000000002,126,23962.400000000016
195,20220.100000000024,151,26172.80000000004
198,21523.200000000023,152,24987.800000000036
226,22038.800000000025,160,24581.900000000027
214,21071.10000000003,129,25403.200000000033
189,20462.000000000015,156,25983.50000000003
201,20238.20000000001,127,23818.10000000003
188,20775.100000000024,163,25480.300000000036
196,20880.800000000017,132,23197.500000000033
201,20431.900000000023,169,25648.700000000037
188,21401.200000000023,133,24437.80000000004
200,19895.60000000002,161,26411.800000000047
226,20222.70000000002,148,23937.00000000004
195,20599.70000000001,125,21963.500000000025
190,21314.400000000023,124,22291.700000000037
207,20517.600000000017,111,22738.400000000038
194,21216.90000000002,151,25371.10000000003
206,20468.900000000023,95,21785.400000000012
184,20405.70000000002,112,24195.60000000004
213,20997.70000000003,152,24977.900000000034
207,21247.000000000022,148,25839.200000000026
196,20707.400000000023,133,21857.700000000023
201,20295.30000000002,121,24429.700000000026
200,20504.300000000017,143,25037.10000000003
209,20562.500000000025,139,26382.900000000038
218,20246.500000000015,130,23840.10000000003
212,20366.50000000002,113,22248.900000000034
194,20723.70000000002,146,24430.300000000047
200,20299.800000000014,125,22517.30000000002
207,20536.30000000002,154,26351.60000000004
205,20117.300000000017,141,23351.900000000027
199,20439.50000000002,129,23615.200000000033
203,20309.100000000017,138,24882.400000000038
211,20838.90000000002,110,22563.00000000003
209,20362.80000000002,120,22901.800000000025
192,20261.300000000017,156,25238.500000000036
198,20057.30000000002,125,22599.800000000032
243,21693.200000000015,154,24206.400000000045
206,20395.600000000028,134,27975.900000000034
199,20738.30000000002,136,24074.600000000042
199,21338.30000000003,149,25098.400000000038
210,20508.200000000015,125,22303.900000000038
207,20279.300000000017,140,22998.600000000028
205,20262.900000000023,158,25355.300000000032
204,20275.500000000015,156,24378.20000000003
203,20678.50000000002,146,24312.300000000036
209,20500.90000000002,158,23624.80000000003
207,20441.000000000025,124,23044.20000000004
191,20405.60000000002,113,22764.60000000003
206,20827.000000000022,128,22280.000000000036
204,20410.000000000022,141,23703.300000000036
212,20737.80000000002,107,20977.100000000024
192,19998.500000000015,150,23722.400000000034
186,20121.300000000017,141,23153.000000000033
205,20257.800000000025,127,23043.40000000003
193,20533.40000000002,142,26435.30000000004
198,19867.700000000015,99,22549.20000000003
185,20079.500000000015,158,25637.300000000036
194,20882.60000000002,161,25694.000000000036
189,21248.700000000015,139,23678.500000000033
202,20246.100000000017,156,24741.00000000003
211,20202.60000000002,123,23563.800000000032
197,20771.000000000025,125,23230.20000000004
206,21804.400000000016,134,24500.900000000027
215,20274.60000000001,113,21905.600000000024
217,21242.50000000003,135,27685.60000000002
179,20005.20000000002,152,26736.60000000003
183,20909.000000000025,143,24379.90000000004
207,23162.20000000002,146,26128.700000000033
208,20472.000000000025,129,25502.900000000045
226,22855.80000000002,130,23029.50000000003
197,19817.300000000014,109,22410.000000000033
189,20242.60000000002,137,25031.500000000033
179,20721.000000000025,152,25839.700000000033
196,21221.000000000022,158,24556.500000000025
178,20392.80000000003,140,22730.000000000036
216,20102.500000000015,129,22857.600000000024
200,20554.100000000024,146,23664.000000000036
193,21399.900000000027,129,22796.30000000003
202,20697.30000000003,138,24581.10000000004
198,20428.00000000002,133,23944.400000000023
203,20488.10000000002,126,23994.80000000004
191,20153.10000000002,109,22255.50000000003
204,20975.600000000017,138,22877.10000000003
205,20119.50000000002,153,25444.500000000033
205,19868.60000000002,173,27226.800000000032
201,20188.20000000001,163,25597.300000000043
200,20226.40000000002,126,23930.20000000002
217,20489.100000000017,126,23334.100000000035
181,20701.500000000022,104,25079.500000000033
198,20261.60000000002,127,22833.200000000033
190,20747.400000000023,160,26467.10000000004
206,20485.10000000002,150,24235.600000000042
193,20366.600000000017,151,25348.600000000035
197,20518.300000000017,132,23444.900000000038
214,21425.700000000026,135,24787.30000000003
203,20982.200000000023,137,24838.10000000004
200,21213.400000000027,145,25215.300000000036
218,20024.000000000015,148,24038.400000000038
202,20140.100000000024,141,24386.000000000036
174,19928.200000000033,135,23631.500000000033
205,20910.100000000028,127,25011.80000000004
191,21010.400000000027,132,24182.60000000004
199,21391.30000000002,135,23782.80000000003
213,21628.70000000003,103,23642.10000000004
193,19973.20000000002,149,26996.900000000034
221,21676.100000000013,148,24384.200000000026
183,20588.200000000023,125,24328.800000000036
194,20378.90000000002,112,24003.60000000003
200,20992.20000000003,150,26145.40000000004
213,20562.70000000002,141,24449.00000000004
213,20658.20000000002,137,24567.20000000003
214,20437.400000000027,128,23088.30000000004
206,22083.500000000022,115,22911.000000000022
207,20517.80000000002,133,23376.60000000003
196,20272.100000000017,169,24153.000000000025
202,20354.30000000002,147,23513.50000000004
216,21769.100000000017,165,25905.000000000033
227,20881.20000000001,146,26005.80000000004
206,21940.200000000026,132,24480.900000000023
209,20387.30000000002,129,25901.900000000027
185,21244.200000000023,126,23587.600000000035
219,20293.400000000016,154,27185.10000000004
207,21297.700000000023,132,24795.600000000035
220,20637.90000000002,149,23076.00000000004
196,21471.40000000002,117,24535.200000000033
200,20350.100000000013,146,25367.000000000033
207,20074.50000000002,119,23721.600000000046
207,20381.300000000014,126,23195.60000000004
191,20566.800000000014,125,23731.900000000034
190,20402.000000000022,138,23184.90000000004
208,21725.000000000025,122,24017.400000000027
197,20083.90000000001,127,23876.70000000003
204,20664.900000000012,132,23659.70000000003
211,21685.200000000026,147,23132.300000000036
212,20178.600000000013,141,24923.600000000042
208,20483.60000000002,173,27767.200000000033
182,20892.500000000022,147,25240.200000000033
202,20149.000000000022,108,23071.60000000003
193,21630.70000000003,162,26122.200000000033
209,20144.80000000001,140,24450.700000000037
185,20267.000000000022,132,24170.800000000036
189,20283.80000000001,128,23071.60000000003
197,20247.100000000017,146,25092.900000000023
