90,25460.6
99,24453.2
94,24654.0
99,25351.3
93,26235.3
91,25407.5
96,26373.3
100,25376.0
90,25056.3
93,24539.2
104,26890.8
78,26229.1
100,26594.5
83,25346.5
73,26016.4
100,25901.7
93,26867.499
91,26191.5
96,25970.899
90,25257.5
86,24954.7
85,25926.4
108,27602.8
78,24338.0
98,25301.9
101,25388.9
115,25136.4
101,24654.699
112,26450.1
112,26823.0
87,25147.0
101,25580.9
89,24557.6
89,25074.7
98,25836.699
94,24830.2
102,25964.8
76,27525.7
110,24931.9
90,27290.7
81,24191.0
96,25480.9
96,25263.699
105,25382.899
102,25922.0
78,24371.8
78,25677.2
75,24542.3
92,23990.8
93,25412.6
79,25457.5
110,26029.8
79,26946.1
91,26352.8
97,27002.4
102,25567.6
97,26201.9
93,26497.9
93,24537.5
83,25262.5
120,29466.2
83,25160.8
93,25636.4
70,25390.7
110,24892.7
97,26709.0
81,26008.1
99,26283.8
94,25497.9
119,26839.7
110,25334.3
96,25762.4
95,26376.7
68,24944.4
83,25340.3
77,24468.5
131,25293.5
65,24811.8
68,24339.1
84,25758.5
72,24661.2
82,26693.4
89,26304.5
110,26315.8
102,23895.999
112,26808.4
63,26587.9
85,25873.0
64,25162.4
92,25313.8
70,24532.0
99,25992.999
87,24914.2
77,24209.9
73,25814.5
103,26892.9
87,24704.2
84,26423.1
92,24929.9
105,25961.799
