8
6
25
26
26
30
48
43
53
52
54
66
64
78
77
86
76
79
80
90
86
75
74
62
47
32
32
31
29
24
30
22
41
42
38
39
77
77
89
102
125
116
130
124
117
139
105
105
86
62
22
9
32
17
17
15
17
26
12
19
5
5
4
1
2
6
3
2
