5
11
39
60
64
42
57
77
73
85
99
79
39
35
57
31
85
74
140
95
96
74
173
135
95
77
129
100
32
29
34
34
29
21
30
25
31
27
38
35
42
56
60
59
62
74
74
70
77
70
64
57
52
45
4
4
